time,data,data_error,nutrient_n,logistic_n,interface_n,logistic,interface
31.42,151.68433333333334,5.012026968536116,153.11034677032603,153.2436341338284,150.85445301331282,169.69011426148023,150.55412812646614
31.96,154.31699999999998,4.417224467921004,157.84450698124076,157.9650487685021,154.98955969758828,174.9245708094303,154.6417191331607
32.5,156.97866666666667,7.396106565844854,162.47583036351642,162.58217731941642,159.0751974718818,179.73625710520017,158.68388068077815
33.04,159.54666666666668,9.667885049654522,166.99785743299617,167.08895604448938,163.11146580345616,184.1315506802011,162.68111831255706
33.58,164.032,9.239820290460194,171.4050252613566,171.4801702212961,167.09847373758427,188.12753422151383,166.63393160507806
34.12,166.076,4.39528577000404,175.69266747610774,175.75145414706859,171.0363398975517,191.74459303938832,170.54281416826305
34.66,170.105,6.358614707623028,179.85701426059325,179.89929113869587,174.9251924846544,195.00086040276165,174.40825364537366
35.21,174.58066666666664,1.9493522855895913,183.9687696284872,183.99428765915698,178.83581994541868,197.9676888517498,178.30111621441452
35.75,179.62033333333332,3.557475696801501,187.8764163101251,187.88569591389606,182.62616737474013,200.56032894481535,182.08033085776785
36.29,187.038,6.142870094670733,191.65482589893978,191.6481913539689,186.36794629969157,202.86094652195328,185.8175506736895
36.83,191.178,6.130337429538444,195.30363391183147,195.28166909747867,190.0613234109843,204.89701991962545,189.51323863213017
37.37,194.62233333333333,8.912491533422815,198.82247937056746,198.7864531765905,193.7064749773423,206.69836464839983,193.1678529958293
37.91,198.029,7.368693032010489,202.21175979622635,202.16289570459992,197.30358667425122,208.29590117378305,196.78184756609875
38.45,195.67966666666666,9.066683756111345,205.47229114446725,205.41209932233588,200.8528421308684,209.70907990251513,200.35567168282293
38.99,206.39933333333332,4.202305597327893,208.60526070911789,208.5354741732263,204.35443539088809,210.95294874434194,203.88977022445857
39.53,210.47966666666665,1.6704569235192304,211.6122271221751,211.5347301951084,207.80857467865482,212.04303099241625,207.38458360803483
40.07,211.44466666666668,4.969334395402813,214.49512035380445,214.41187712022827,211.21547644419798,212.99485189174678,210.84054778915342
40.61,213.23266666666666,5.860421514987924,217.2562417123403,217.16922447524095,214.57536536323167,213.82393863919822,214.25809426198853
41.15,220.83866666666665,5.158256423766988,219.89826384428608,219.8093815812105,217.88847433715483,214.54582038349113,217.63765005928659
41.69,226.18200000000002,7.9947841121571255,222.42423073431377,222.33525755361006,221.1550444930513,215.17602822520206,220.9796377523666
42.23,228.46866666666665,8.516388279859802,224.83755770526452,224.7500613023217,224.37532518368954,215.73004493719986,224.2844754511202
42.77,231.65933333333336,9.763570675389888,227.1419412010434,227.05730153163663,227.54957398752305,216.21807461735742,227.55257680401115
43.31,228.436,12.16141393917665,229.3404946952291,229.26072765236324,230.67805670868972,216.64515569240226,230.7843509980757
43.86,234.20966666666666,10.845806993180963,231.47428329745506,231.40155623518365,233.8177125518719,217.0234167369541,234.03904897104567
44.4,240.525,13.065549969289474,233.4690800745097,233.40518679161062,236.85465891845953,217.3448867690813,237.19872449138407
44.95,244.093,14.049085948914959,235.40224194599568,235.3492580256387,239.9016777483712,217.62736690039208,240.3808143805546
45.49,243.43866666666668,15.251091283358477,237.20688985384615,237.16642282815604,242.84827192253772,217.86630585141222,243.47000355601477
46.03,243.1726666666667,15.482075356144401,238.92244096209632,238.8961827748316,245.75056394584223,218.07282902107806,246.52485882962293
46.58,244.40033333333335,12.739970067992054,240.5817087810148,240.57153414460794,248.66138807613987,218.25561731733833,249.60138732977757
47.13,247.40900000000002,14.7587000443806,242.15573163465456,242.1631093365028,251.52692341069803,218.41636637295176,252.64309418286823
