file,replicate,time,border_l,border_r,offset_l,offset_r,displacement,zoom,strain,mid_height,max_height,min_height,width,hL,hR,avg_height,std_height,forward_change,smooth_height,slope,slope_error,order
jt305_062.datx,B,8.74,11467,32638,0.0,0.5,10414,50,jt305,4.312,20.563,0.0,3.676,15240,26759,4.672,0.446,0.819,4.764,0.811,0.088,21
jt305_065.datx,B,9.31,11444,32656,0.0,0.1,10394,50,jt305,4.718,21.908,-0.184,3.683,15240,26759,5.139,0.536,1.138,5.172,0.925,0.024,22
jt305_068.datx,B,9.88,11411,32677,0.0,0.0,10367,50,jt305,5.384,23.144,-0.783,3.692,15240,26759,5.789,0.563,0.878,5.749,0.996,0.045,23
jt305_071.datx,B,10.45,11381,32712,0.0,0.2,10334,50,jt305,5.837,24.547,-0.942,3.703,15240,26759,6.29,0.633,0.655,6.247,0.904,0.07,24
jt305_074.datx,B,11.02,11337,32730,0.0,0.4,10303,50,jt305,6.163,25.778,0.0,3.714,15240,26759,6.664,0.768,1.712,6.832,0.983,0.087,25
jt305_077.datx,B,11.59,11299,32768,0.0,0.0,10265,50,jt305,7.145,27.293,-0.001,3.727,15240,26759,7.642,0.771,-0.197,7.452,1.057,0.097,26
jt305_080.datx,B,12.16,11263,32798,0.0,0.6,10232,50,jt305,6.858,28.409,0.0,3.739,15240,26759,7.53,0.835,2.173,8.14,1.231,0.117,27
jt305_083.datx,B,12.73,11228,32848,0.0,0.0,10190,50,jt305,8.237,29.667,0.0,3.753,15240,26759,8.77,0.804,1.243,8.901,1.423,0.118,28
jt305_086.datx,B,13.3,11190,32894,0.0,0.0,10148,50,jt305,8.839,31.047,0.0,3.768,15240,26759,9.479,0.879,1.962,9.737,1.544,0.115,29
jt305_089.datx,B,13.87,11155,32946,0.0,0.0,10104,50,jt305,9.947,32.523,-0.001,3.783,15240,26759,10.6,0.945,1.774,10.661,1.838,0.069,30
jt305_092.datx,B,14.47,11096,32994,0.0,0.0,10051,50,jt305,10.916,34.132,0.0,3.802,15240,26759,11.656,1.022,1.595,11.859,1.978,0.104,31
jt305_095.datx,B,15.04,11055,33052,0.0,0.0,10001,50,jt305,11.695,35.539,-0.0,3.819,15240,26759,12.568,1.113,2.786,12.975,2.108,0.078,32
jt305_098.datx,B,15.61,10988,33107,0.0,0.0,9940,50,jt305,13.282,37.24,-0.0,3.84,15240,26759,14.163,1.145,2.592,14.132,2.117,0.076,33
jt305_101.datx,B,16.18,10927,33170,0.0,0.0,9878,50,jt305,14.679,38.786,-0.0,3.862,15240,26759,15.64,1.152,1.702,15.446,2.325,0.113,34
jt305_104.datx,B,16.76,10858,33232,0.0,0.0,9813,50,jt305,15.525,40.433,0.0,3.884,15240,26759,16.614,1.297,1.758,16.955,2.645,0.18,35
jt305_107.datx,B,17.33,10790,33302,0.0,0.0,9744,50,jt305,16.383,41.829,-0.001,3.908,15240,26759,17.62,1.447,3.949,18.599,2.88,0.207,36
jt305_110.datx,B,17.9,10714,33374,0.0,0.0,9670,50,jt305,18.588,43.751,-0.0,3.934,15240,26759,19.877,1.466,4.08,20.332,3.213,0.202,37
jt305_113.datx,B,18.47,10634,33454,0.0,0.0,9590,50,jt305,20.712,45.518,-0.001,3.962,15240,26759,22.209,1.486,3.246,22.224,3.646,0.142,38
jt305_116.datx,B,19.04,10552,33546,0.0,0.0,9503,50,jt305,22.441,47.538,-0.001,3.992,15240,26759,24.065,1.584,3.897,24.114,3.672,0.128,39
jt305_119.datx,B,19.61,10450,33620,0.0,0.0,9415,50,jt305,24.648,49.281,0.0,4.023,15240,26759,26.289,1.49,4.546,26.254,3.645,0.124,40
jt305_122.datx,B,20.19,10359,33703,0.0,0.0,9328,50,jt305,27.197,51.59,0.0,4.053,15240,26759,28.89,1.54,1.669,28.473,3.763,0.153,41
jt305_125.datx,B,20.76,10267,33791,0.5,0.2,9238,50,jt305,28.045,52.855,0.203,4.084,15240,26759,29.847,1.585,4.876,30.721,3.963,0.168,42
jt305_128.datx,B,21.33,10185,33881,0.0,0.0,9152,50,jt305,30.712,54.983,0.0,4.114,15240,26759,32.634,1.63,4.838,33.096,4.171,0.188,43
jt305_131.datx,B,21.9,10104,33976,0.0,0.0,9064,50,jt305,33.556,56.781,-0.001,4.144,15240,26759,35.4,1.563,4.379,35.389,4.206,0.181,44
jt305_134.datx,B,22.47,10018,34086,0.0,0.0,8966,50,jt305,36.022,59.187,-0.001,4.179,15240,26759,37.903,1.702,4.889,37.769,4.488,0.11,45
jt305_137.datx,B,23.05,9928,34179,0.0,0.0,8874,50,jt305,38.993,61.056,-0.001,4.21,15240,26759,40.693,1.483,2.888,40.388,4.466,0.105,46
jt305_140.datx,B,23.62,9840,34298,0.3,0.0,8771,50,jt305,40.671,62.959,0.0,4.246,15240,26759,42.344,1.468,5.599,42.871,4.331,0.118,47
jt305_143.datx,B,24.19,9759,34395,0.0,0.0,8682,50,jt305,43.967,65.785,-0.0,4.277,15240,26759,45.545,1.55,4.663,45.33,4.288,0.119,48
jt305_146.datx,B,24.76,9693,34480,0.0,0.0,8606,50,jt305,46.712,68.624,-0.001,4.303,15240,26759,48.21,1.709,3.155,47.784,4.257,0.118,49
jt305_149.datx,B,25.33,9621,34597,6.0,0.0,8512,50,jt305,48.571,70.572,-0.002,4.336,15240,26759,50.014,1.653,4.54,50.393,4.578,0.18,50
jt305_152.datx,B,25.9,9543,34684,0.0,0.0,8429,50,jt305,51.422,72.589,-0.002,4.365,15240,26759,52.612,1.487,4.311,52.982,4.453,0.179,51
jt305_155.datx,B,26.47,9433,34771,0.5,0.0,8331,50,jt305,53.834,75.147,-0.001,4.399,15240,26759,55.067,1.524,6.783,55.368,4.344,0.202,52
jt305_158.datx,B,27.05,9351,34864,0.0,0.0,8243,50,jt305,57.719,78.842,-0.001,4.429,15240,26759,58.944,1.594,2.64,57.65,4.204,0.238,53
jt305_161.datx,B,27.62,9260,34899,1.0,0.0,8180,50,jt305,59.323,80.149,-0.001,4.451,15240,26759,60.462,1.473,3.256,59.748,3.597,0.344,54
jt305_164.datx,B,28.19,9148,34995,0.0,0.0,8076,50,jt305,60.935,82.381,-0.0,4.487,15240,26759,62.326,1.548,3.26,61.798,3.166,0.289,55
jt305_167.datx,B,28.77,9053,35042,1.0,0.0,8005,50,jt305,63.1,82.984,0.0,4.512,15240,26759,64.193,1.286,0.751,63.78,2.824,0.14,56
jt305_170.datx,B,29.34,8959,35164,2.0,1.0,7897,50,jt305,63.145,84.224,0.995,4.55,15240,26759,64.623,1.416,4.087,65.623,3.13,0.222,57
jt305_173.datx,B,29.91,8872,35197,0.0,0.0,7837,50,jt305,65.817,86.427,-0.001,4.57,15240,26759,66.955,1.376,3.467,67.495,3.34,0.228,58
jt305_176.datx,B,30.48,8780,35288,0.0,0.0,7746,50,jt305,67.635,88.053,0.0,4.602,15240,26759,68.939,1.432,5.072,69.642,3.909,0.283,59
jt305_179.datx,B,31.05,8714,35368,0.0,0.0,7673,50,jt305,70.576,92.045,-0.003,4.627,15240,26759,71.844,1.56,3.1,71.918,4.515,0.181,60
jt305_182.datx,B,31.69,8616,35448,1.0,0.0,7584,50,jt305,72.595,93.288,-0.0,4.658,15240,26759,73.809,1.481,6.293,74.241,4.002,0.394,61
jt305_185.datx,B,32.35,8529,35566,0.0,0.0,7481,50,jt305,77.103,95.816,-0.003,4.694,15240,26759,78.001,1.364,5.056,76.615,3.59,0.435,62
jt305_188.datx,B,33.01,8432,35649,0.0,0.0,7391,50,jt305,80.767,99.061,0.0,4.725,15240,26759,81.343,1.338,-1.672,78.973,3.217,0.399,63
jt305_191.datx,B,33.67,8346,35698,7.0,1.5,7324,50,jt305,79.666,100.52,1.499,4.749,15240,26759,80.239,1.482,3.542,81.468,3.33,0.424,64
jt305_194.datx,B,34.34,8240,35841,3.0,3.0,7199,50,jt305,81.873,103.243,2.996,4.792,15240,26759,82.583,1.529,3.717,82.749,1.889,0.755,65
jt305_197.datx,B,35.0,8125,35958,8.0,8.0,7083,50,jt305,84.234,105.055,7.995,4.832,15240,26759,85.043,1.607,6.38,83.94,1.443,0.739,66
jt305_200.datx,B,35.66,8044,36136,0.0,0.0,6954,50,jt305,88.62,109.095,-0.003,4.877,15240,26759,89.261,1.55,-9.81,84.837,1.479,0.737,67
jt305_203.datx,B,36.32,7946,36150,0.0,0.0,6898,50,jt305,82.061,105.091,-0.003,4.897,15240,26759,82.776,1.964,5.378,85.867,0.909,0.679,68
jt305_206.datx,B,36.98,7862,36271,2.0,0.0,6795,50,jt305,86.144,106.009,-0.003,4.932,15240,26759,86.331,1.646,1.952,86.777,0.7,0.643,69
jt305_209.datx,B,37.64,7754,36303,2.0,0.0,6725,50,jt305,87.418,107.644,-0.0,4.957,15240,26759,87.622,1.681,-0.259,88.345,1.825,0.955,70
jt305_212.datx,B,38.3,7649,36423,2.0,0.0,6613,50,jt305,86.973,109.246,0.0,4.996,15240,26759,87.45,1.784,2.272,89.839,3.861,0.659,71
jt305_215.datx,B,38.97,7600,36932,8.0,-11.0,6334,50,jt305,90.381,111.474,-10.976,5.092,15240,26759,88.954,2.048,10.689,92.808,4.557,0.715,72
jt305_218.datx,B,39.63,7473,36597,6.0,0.0,6438,50,jt305,95.934,117.415,-0.0,5.056,15240,26759,96.032,1.868,5.555,94.976,4.566,0.712,73
jt305_221.datx,B,40.29,7379,36673,11.0,1.0,6353,50,jt305,100.257,120.545,0.999,5.086,15240,26759,99.711,1.763,5.823,97.371,4.501,0.729,74
jt305_224.datx,B,40.95,7277,36796,-1.0,-1.0,6240,50,jt305,103.956,123.289,-1.001,5.125,15240,26759,103.563,1.904,-3.139,99.661,3.365,0.871,75
jt305_227.datx,B,41.61,7202,36963,3.0,3.0,6119,50,jt305,101.716,122.929,2.999,5.167,15240,26759,101.491,1.858,4.348,101.988,1.959,0.511,76
jt305_230.datx,B,42.27,7091,37025,0.0,0.0,6033,50,jt305,104.75,124.428,-0.002,5.197,15240,26759,104.37,2.058,-1.786,103.735,1.688,0.413,77
jt305_233.datx,B,42.88,6997,37060,2.0,2.0,5968,50,jt305,103.741,123.642,1.998,5.219,15240,26759,103.293,1.734,2.879,104.807,1.483,0.559,78
jt305_236.datx,B,43.58,6907,37087,6.0,5.0,5910,50,jt305,105.524,126.887,4.994,5.24,15240,26759,105.321,2.061,4.412,105.523,1.725,0.305,79
jt305_239.datx,B,44.25,6810,37225,0.0,0.0,5792,50,jt305,109.074,128.987,-0.002,5.28,15240,26759,108.248,2.303,-0.867,106.709,1.536,0.401,80
jt305_242.datx,B,44.91,6711,37346,0.0,0.0,5682,50,jt305,107.994,128.933,0.0,5.319,15240,26759,107.673,2.015,0.878,107.88,1.385,0.436,81
jt305_245.datx,B,45.57,6619,37362,5.0,0.0,5628,50,jt305,108.628,128.992,0.001,5.337,15240,26759,108.253,1.909,2.439,109.11,1.673,0.326,82
jt305_248.datx,B,46.26,8280,39224,3.0,0.0,5528,50,jt305,110.049,132.45,0.002,5.372,15240,26759,109.939,2.25,3.036,109.94,1.772,0.303,83
jt305_251.datx,B,46.96,8184,39286,-3.0,-3.0,5449,50,jt305,112.347,133.672,-3.001,5.4,15240,26759,112.067,2.091,-0.271,111.312,2.049,0.314,84
jt305_254.datx,B,47.66,8100,39388,0.0,0.0,5356,50,jt305,112.266,134.048,-0.003,5.432,15240,26759,111.877,2.179,3.667,113.08,2.374,0.407,85
jt305_257.datx,B,48.36,8016,39490,0.0,0.0,5263,50,jt305,114.877,136.071,-0.001,5.464,15240,26759,114.444,2.12,3.745,114.739,2.504,0.399,86
jt305_260.datx,B,49.06,7932,39598,0.0,2.0,5167,50,jt305,117.531,138.686,0.0,5.498,15240,26759,117.069,2.277,1.679,116.288,2.802,0.261,87
jt305_263.datx,B,49.77,7844,39677,0.0,-4.0,5083,50,jt305,119.201,138.803,-4.001,5.527,15240,26759,118.248,1.931,2.255,118.25,2.449,0.169,88
jt305_266.datx,B,50.5,7755,39769,1.0,1.0,4993,50,jt305,120.624,140.867,0.999,5.558,15240,26759,119.911,2.121,2.61,120.674,3.059,0.495,89
jt305_269.datx,B,51.25,7643,39872,0.0,0.0,4885,50,jt305,122.548,143.291,0.0,5.595,15240,26759,121.863,2.292,6.182,123.032,3.684,0.386,90
jt305_272.datx,B,52.0,7546,40010,0.0,0.0,4768,50,jt305,127.483,147.198,-0.002,5.636,15240,26759,126.482,2.144,2.955,125.578,3.865,0.321,91
jt305_275.datx,B,52.75,7423,40105,0.0,0.0,4659,50,jt305,129.864,149.597,-0.002,5.674,15240,26759,128.695,2.324,3.016,128.374,3.798,0.302,92
jt305_278.datx,B,53.5,7277,40195,4.0,4.0,4541,50,jt305,132.036,152.251,3.999,5.715,15240,26759,130.959,2.334,3.879,131.367,3.447,0.112,93
jt305_281.datx,B,54.54,7129,40374,0.0,2.0,4377,50,jt305,136.47,155.142,0.0,5.772,15240,26759,135.019,2.302,3.579,134.296,2.868,0.416,94
jt305_284.datx,B,55.44,8706,42229,0.0,0.0,4238,50,jt305,140.418,155.735,-0.002,5.82,15240,26759,138.224,1.99,-0.018,136.529,2.295,0.438,95
jt305_287.datx,B,56.36,8580,42339,0.0,0.0,4120,50,jt305,140.45,156.848,-0.001,5.861,15240,26759,138.208,2.27,2.024,138.931,1.981,0.327,96
jt305_290.datx,B,57.28,8471,42485,0.0,0.0,3993,50,jt305,142.673,158.988,-0.001,5.905,15240,26759,140.075,2.449,3.367,141.011,2.088,0.348,97
jt305_293.datx,B,58.21,8360,42640,0.0,0.0,3860,50,jt305,145.939,161.558,-0.001,5.952,15240,26759,143.183,2.431,2.366,142.847,2.566,0.115,98
jt305_296.datx,B,59.13,8262,42775,0.0,-1.0,3743,50,jt305,148.392,163.543,-1.001,5.992,15240,26759,145.371,2.494,2.207,145.011,2.392,0.171,99
jt305_299.datx,B,60.06,8172,42894,0.0,3.0,3639,50,jt305,150.772,165.646,0.0,6.028,15240,26759,147.41,2.644,1.737,147.023,1.899,0.137,100
jt305_302.datx,B,60.98,8064,42982,0.0,0.0,3541,50,jt305,152.482,167.257,-0.004,6.062,15240,26759,149.018,2.695,1.213,148.727,1.662,0.097,101
jt305_305.datx,B,61.91,7930,43087,0.0,0.0,3421,50,jt305,153.688,168.747,-0.003,6.104,15240,26759,150.14,2.808,1.679,150.379,1.635,0.083,102
jt305_308.datx,B,62.83,7791,43196,0.0,0.0,3297,50,jt305,155.305,170.37,-0.0,6.147,15240,26759,151.695,2.885,2.099,151.895,1.666,0.081,103
jt305_311.datx,B,63.76,7669,43303,0.0,-2.0,3183,50,jt305,157.433,172.312,-2.001,6.187,15240,26759,153.635,3.02,1.451,153.652,2.014,0.144,104
jt305_314.datx,B,64.68,7533,43402,0.0,1.0,3065,50,jt305,158.818,173.956,0.0,6.227,15240,26759,154.977,2.986,3.067,155.719,2.351,0.181,105
jt305_317.datx,B,65.61,7408,43514,0.0,0.0,2947,50,jt305,161.807,177.211,-0.003,6.269,15240,26759,157.814,2.979,2.88,157.64,2.252,0.218,106
jt305_320.datx,B,66.53,7282,43615,0.0,0.0,2833,50,jt305,164.549,179.829,-0.002,6.308,15240,26759,160.474,2.997,0.893,159.425,2.013,0.277,107
jt305_323.datx,B,67.46,7157,43703,0.0,0.0,2727,50,jt305,165.444,180.233,-0.004,6.345,15240,26759,161.301,3.115,1.41,161.302,1.635,0.287,108
jt305_326.datx,B,68.45,7046,43834,0.0,0.0,2606,50,jt305,166.945,181.931,-0.0,6.387,15240,26759,162.701,3.111,1.696,162.869,1.358,0.126,109
jt305_329.datx,B,69.48,6924,43993,0.0,0.0,2465,50,jt305,168.784,183.382,-0.002,6.436,15240,26759,164.442,3.202,2.472,164.707,2.084,0.224,110
jt305_332.datx,B,70.5,6790,44154,0.0,0.0,2318,50,jt305,171.374,185.926,-0.003,6.487,15240,26759,166.978,3.252,1.845,166.764,2.158,0.181,111
jt305_335.datx,B,71.53,6656,44327,0.0,-2.0,2164,50,jt305,173.285,187.827,-2.001,6.54,15240,26759,168.873,3.264,1.831,168.868,1.838,0.004,112
jt305_338.datx,B,72.63,6490,44494,0.0,1.0,1998,50,jt305,175.321,189.286,0.0,6.598,15240,26759,170.882,3.324,2.835,171.303,2.483,0.177,113
jt305_341.datx,B,73.59,6372,44624,0.0,0.0,1874,50,jt305,177.998,191.961,-0.001,6.641,15240,26759,173.604,3.359,2.789,173.406,2.24,0.33,114
jt305_344.datx,B,74.54,6242,44755,0.0,0.0,1743,50,jt305,180.631,194.116,-0.002,6.686,15240,26759,176.278,3.388,0.916,175.484,2.167,0.195,115
jt305_347.datx,B,75.5,6130,44855,0.0,0.0,1637,50,jt305,181.35,194.844,-0.003,6.723,15240,26759,177.157,3.416,2.446,177.467,1.834,0.154,116
jt305_350.datx,B,76.47,6018,44960,0.0,0.0,1529,50,jt305,183.657,197.014,-0.003,6.761,15240,26759,179.508,3.339,1.339,179.43,1.864,0.166,117
jt305_353.datx,B,77.43,5903,45099,0.0,0.0,1402,50,jt305,184.73,198.351,-0.002,6.805,15240,26759,180.794,3.355,2.726,181.22,2.087,0.182,118
jt305_356.datx,B,78.39,5789,45241,0.0,0.0,1274,50,jt305,187.117,201.261,0.0,6.849,15240,26759,183.412,3.305,1.947,183.234,2.068,0.166,119
jt305_359.datx,B,79.61,5660,45416,0.0,0.0,1122,50,jt305,189.242,203.079,-0.001,6.902,15240,26759,185.789,3.337,2.456,185.842,1.896,0.18,120
jt305_362.datx,B,80.57,5567,45520,0.0,0.0,1023,50,jt305,191.369,205.377,-0.002,6.936,15240,26759,188.146,3.347,1.065,187.695,1.742,0.18,121
jt305_365.datx,B,81.53,5466,45625,0.0,0.0,920,50,jt305,192.182,206.214,-0.001,6.972,15240,26759,189.169,3.346,1.933,189.358,1.731,0.104,122
jt305_368.datx,B,82.49,5352,45743,0.0,0.0,804,50,jt305,193.773,208.289,-0.001,7.013,15240,26759,191.025,3.352,1.702,191.111,1.698,0.092,123
jt305_371.datx,B,83.45,5247,45868,0.0,0.0,689,50,jt305,195.242,209.216,-0.002,7.052,15240,26759,192.661,3.375,1.972,192.831,1.945,0.057,124
jt305_374.datx,B,84.41,5150,45936,0.0,0.0,607,50,jt305,196.981,211.214,-0.328,7.081,15240,26759,194.556,3.345,2.28,194.555,1.832,0.102,125
jt305_377.datx,B,85.37,5046,46031,0.0,0.0,507,50,jt305,199.043,213.43,-0.0,7.116,15240,26759,196.744,3.34,1.08,196.258,1.77,0.107,126
jt305_380.datx,B,86.33,4952,46119,0.0,0.0,416,50,jt305,199.871,214.274,-0.001,7.147,15240,26759,197.782,3.35,1.842,197.959,1.668,0.155,127
jt305_383.datx,B,87.29,4874,46204,0.0,0.0,335,50,jt305,201.559,215.807,-0.001,7.176,15240,26759,199.55,3.325,NaN,199.428,1.461,0.22,128
jt305_003.datx,C,0.4,9249,29086,0.0,0.0,11581,50,jt305,0.201,2.674,-0.189,3.444,15740,27259,0.179,0.1,0.708,0.219,0.307,0.075,1
jt305_006.datx,C,0.76,9250,29101,0.0,0.0,11574,50,jt305,0.476,3.438,-0.149,3.446,15740,27259,0.433,0.128,0.062,0.338,0.269,0.057,2
jt305_009.datx,C,1.12,9253,29094,0.2,0.0,11579,50,jt305,0.486,4.051,-0.153,3.445,15740,27259,0.455,0.142,0.085,0.434,0.219,0.052,3
jt305_012.datx,C,1.47,9237,29108,0.0,0.0,11564,50,jt305,0.466,4.818,-0.317,3.45,15740,27259,0.486,0.17,0.099,0.497,0.153,0.055,4
jt305_015.datx,C,1.83,9215,29115,0.4,0.4,11550,50,jt305,0.334,5.917,-0.005,3.455,15740,27259,0.521,0.215,1.031,0.583,0.217,0.058,5
jt305_018.datx,C,2.19,9186,29125,0.0,0.0,11530,50,jt305,0.721,6.667,-0.0,3.462,15740,27259,0.891,0.218,-0.389,0.684,0.25,0.05,6
jt305_021.datx,C,2.55,9155,29144,0.3,0.3,11505,50,jt305,0.673,7.136,-0.03,3.47,15740,27259,0.752,0.233,-0.144,0.791,0.26,0.05,7
jt305_024.datx,C,2.91,9120,29188,0.0,0.0,11466,50,jt305,0.6,7.648,-0.28,3.484,15740,27259,0.7,0.312,-0.423,0.876,0.279,0.059,8
jt305_027.datx,C,3.27,9082,29204,1.5,0.0,11439,50,jt305,0.102,8.827,-0.577,3.493,15740,27259,0.548,0.484,1.959,0.939,0.254,0.061,9
jt305_030.datx,C,3.62,9032,29229,1.0,0.0,11401,50,jt305,1.056,9.439,0.001,3.506,15740,27259,1.249,0.401,0.165,1.03,0.255,0.059,10
jt305_033.datx,C,4.07,9006,29290,0.0,0.0,11358,50,jt305,1.207,10.439,-0.129,3.522,15740,27259,1.322,0.419,0.186,1.081,0.169,0.07,11
jt305_036.datx,C,4.51,8957,29315,0.0,0.0,11321,50,jt305,1.163,11.048,-0.182,3.534,15740,27259,1.404,0.513,-0.485,1.274,0.328,0.1,12
jt305_039.datx,C,4.95,8917,29374,0.0,0.0,11271,50,jt305,1.026,12.293,-0.844,3.552,15740,27259,1.19,0.64,0.661,1.436,0.379,0.121,13
jt305_042.datx,C,5.39,8889,29398,0.0,0.0,11245,50,jt305,1.22,13.376,-0.749,3.561,15740,27259,1.481,0.693,-1.001,1.644,0.352,0.116,14
jt305_045.datx,C,5.83,8853,29441,0.0,0.0,11206,50,jt305,0.59,14.41,-1.238,3.574,15740,27259,1.038,0.836,3.307,1.862,0.518,0.125,15
jt305_048.datx,C,6.27,8817,29455,0.0,0.0,11181,50,jt305,2.227,16.077,-0.246,3.583,15740,27259,2.497,0.883,-0.612,2.062,0.605,0.146,16
jt305_051.datx,C,6.71,8794,29492,0.7,0.0,11151,50,jt305,1.802,17.633,-0.792,3.593,15740,27259,2.227,1.012,0.373,2.4,0.823,0.13,17
jt305_054.datx,C,7.16,8762,29519,0.0,0.0,11121,50,jt305,1.881,19.02,-1.107,3.604,15740,27259,2.392,1.179,1.546,2.812,0.958,0.122,18
jt305_057.datx,C,7.73,11593,32421,0.0,0.0,11086,50,jt305,2.81,20.634,-0.685,3.616,15740,27259,3.275,1.309,1.226,3.485,1.196,0.128,19
jt305_060.datx,C,8.3,11565,32463,0.0,0.0,11051,50,jt305,3.524,22.077,-0.319,3.628,15740,27259,3.974,1.363,1.192,4.104,1.352,0.083,20
jt305_063.datx,C,8.87,11534,32513,0.4,0.4,11010,50,jt305,4.066,23.855,-0.137,3.642,15740,27259,4.654,1.507,2.37,4.761,1.315,0.095,21
jt305_066.datx,C,9.44,11492,32541,0.0,0.0,10975,50,jt305,5.445,25.517,0.0,3.654,15740,27259,6.008,1.569,0.632,5.525,1.281,0.092,22
jt305_069.datx,C,10.01,11454,32575,0.0,0.0,10939,50,jt305,5.823,25.932,-0.0,3.667,15740,27259,6.369,1.466,0.502,6.32,1.34,0.102,23
jt305_072.datx,C,10.58,11421,32624,0.0,0.0,10898,50,jt305,6.002,27.444,0.0,3.681,15740,27259,6.655,1.564,1.904,7.201,1.469,0.132,24
jt305_075.datx,C,11.15,11394,32668,0.0,0.0,10863,50,jt305,7.04,29.014,-0.0,3.693,15740,27259,7.743,1.616,1.922,8.166,1.622,0.162,25
jt305_078.datx,C,11.72,11335,32681,0.0,0.0,10827,50,jt305,8.089,30.5,-0.0,3.706,15740,27259,8.838,1.632,2.272,9.059,1.853,0.104,26
jt305_081.datx,C,12.3,11293,32730,0.0,0.0,10781,50,jt305,9.352,32.252,0.0,3.722,15740,27259,10.137,1.7,2.231,10.183,2.148,0.082,27
jt305_084.datx,C,12.87,11245,32785,0.0,0.0,10730,50,jt305,10.535,33.652,-0.001,3.74,15740,27259,11.411,1.723,1.508,11.417,2.224,0.076,28
jt305_087.datx,C,13.44,11193,32846,0.0,0.0,10673,50,jt305,11.2,34.998,-0.0,3.759,15740,27259,12.273,1.789,3.42,12.831,2.473,0.137,29
jt305_090.datx,C,14.01,11136,32917,0.0,0.0,10609,50,jt305,12.984,37.005,0.0,3.781,15740,27259,14.228,1.837,1.878,14.403,2.789,0.184,30
jt305_093.datx,C,14.6,11074,32987,0.0,0.0,10543,50,jt305,13.894,38.769,0.0,3.804,15740,27259,15.345,1.941,4.139,16.135,3.1,0.172,31
jt305_096.datx,C,15.18,10998,33045,0.0,0.0,10476,50,jt305,16.074,41.141,0.0,3.828,15740,27259,17.709,2.015,3.862,17.982,3.484,0.141,32
jt305_099.datx,C,15.75,10919,33126,0.0,0.0,10396,50,jt305,18.146,43.162,0.0,3.855,15740,27259,19.917,2.066,3.362,20.002,3.671,0.129,33
jt305_102.datx,C,16.32,10826,33202,0.0,0.0,10312,50,jt305,19.887,44.635,0.0,3.885,15740,27259,21.839,2.095,4.485,22.086,3.918,0.046,34
jt305_105.datx,C,16.89,10727,33282,0.0,0.0,10222,50,jt305,22.405,46.532,-0.042,3.916,15740,27259,24.403,1.99,3.647,24.298,3.872,0.051,35
jt305_108.datx,C,17.46,10626,33368,0.0,0.0,10129,50,jt305,24.56,47.923,0.0,3.948,15740,27259,26.49,1.836,4.223,26.639,4.059,0.11,36
jt305_111.datx,C,18.03,10506,33452,0.0,0.0,10027,50,jt305,27.021,49.745,0.0,3.984,15740,27259,28.904,1.707,3.369,29.015,4.237,0.112,37
jt305_114.datx,C,18.61,10388,33537,0.0,0.0,9925,50,jt305,29.038,50.991,0.0,4.019,15740,27259,30.827,1.643,5.687,31.542,4.422,0.141,38
jt305_117.datx,C,19.18,10272,33616,0.0,0.0,9828,50,jt305,32.318,53.451,0.0,4.053,15740,27259,34.077,1.619,4.318,34.111,4.669,0.122,39
jt305_120.datx,C,19.75,10158,33684,0.0,0.0,9737,50,jt305,34.881,55.328,0.0,4.084,15740,27259,36.548,1.606,5.275,36.719,4.753,0.098,40
jt305_123.datx,C,20.32,10039,33775,0.0,0.0,9632,50,jt305,38.039,58.254,0.0,4.121,15740,27259,39.566,1.571,4.93,39.365,4.802,0.082,41
jt305_126.datx,C,20.89,9918,33842,0.0,0.0,9538,50,jt305,40.993,60.615,0.0,4.154,15740,27259,42.39,1.612,4.105,42.036,4.568,0.093,42
jt305_129.datx,C,21.47,9795,33924,0.0,0.0,9435,50,jt305,43.488,63.161,0.0,4.189,15740,27259,44.739,1.589,4.681,44.628,4.489,0.093,43
jt305_132.datx,C,22.04,9679,34016,0.0,0.0,9331,50,jt305,46.265,65.809,0.0,4.225,15740,27259,47.41,1.619,3.649,47.154,4.28,0.071,44
jt305_135.datx,C,22.61,9577,34079,0.0,0.0,9249,50,jt305,48.464,67.959,0.0,4.254,15740,27259,49.496,1.645,4.747,49.613,4.189,0.051,45
jt305_138.datx,C,23.18,9482,34138,0.0,0.0,9172,50,jt305,51.301,70.699,-0.0,4.281,15740,27259,52.207,1.679,3.603,51.972,4.127,0.057,46
jt305_141.datx,C,23.75,9383,34203,0.0,0.0,9090,50,jt305,53.477,72.648,0.0,4.309,15740,27259,54.267,1.769,4.393,54.354,4.087,0.048,47
jt305_144.datx,C,24.32,9278,34277,0.0,0.0,9000,50,jt305,56.08,74.93,0.0,4.34,15740,27259,56.778,1.823,3.741,56.673,4.091,0.047,48
jt305_147.datx,C,24.89,9168,34347,0.0,0.0,8910,50,jt305,58.328,76.575,0.0,4.371,15740,27259,58.917,1.91,4.361,59.344,4.456,0.246,49
jt305_150.datx,C,25.47,9066,34439,0.0,0.0,8813,50,jt305,60.848,79.395,0.0,4.405,15740,27259,61.405,1.933,3.898,61.511,4.183,0.342,50
jt305_153.datx,C,26.04,8966,34507,0.0,0.0,8729,50,jt305,63.124,81.244,0.0,4.434,15740,27259,63.636,2.025,7.97,63.49,3.606,0.467,51
jt305_156.datx,C,26.61,8857,34572,0.0,63.0,8642,50,jt305,67.741,133.276,0.0,4.464,15740,27259,68.188,1.92,-1.341,65.445,3.237,0.467,52
