file,replicate,time,border_l,border_r,offset_l,offset_r,displacement,zoom
bh1514_012.datx,C,1.93388888888889,3169,24525,0.5,1.5,9072,50
bh1514_015.datx,C,2.29611111111111,3125,24539,1,2.5,9043,50
bh1514_018.datx,C,2.65888888888889,3076,24875,0,0,8850,50
bh1514_021.datx,C,3.02166666666667,3019,24650,0.5,0,8934,50
bh1514_024.datx,C,3.38388888888889,2955,24751,2.5,1,8852,50
bh1514_027.datx,C,3.74666666666667,2871,24797,0,0,8787,50
bh1514_030.datx,C,4.10944444444445,2777,24935,3,6,8671,50
bh1514_033.datx,C,4.47333333333333,2677,25033,0,0,8572,50
bh1514_036.datx,C,4.83666666666667,2579,25083,0,0,8498,50
bh1514_039.datx,C,5.28222222222222,2529,25197,0,0,8416,50
bh1514_042.datx,C,5.72833333333333,2381,25247,0,0,8317,50
bh1514_045.datx,C,6.17444444444444,2301,25517,0,0,8142,50
bh1514_048.datx,C,6.62055555555556,2212,25481,0,12,8115,50
bh1514_051.datx,C,7.06722222222222,2114,25578,0,0,8018,50
bh1514_054.datx,C,7.51333333333333,2045,25628,15,0,7958,50
bh1514_057.datx,C,7.96,1962,25702,-10,0,7880,50
bh1514_060.datx,C,8.40611111111111,1912,25802,12,0,7805,50
bh1514_063.datx,C,8.85222222222222,1862,25852,12,0,7755,50
bh1514_066.datx,C,9.29944444444445,1792,25924,12,0,7684,50
bh1514_069.datx,C,9.82055555555556,4582,28918,20,0,7582,50
bh1514_072.datx,C,10.3394444444444,4466,28991,15,0,7487,50
bh1514_075.datx,C,10.86,4356,29095,10,0,7380,50
bh1514_078.datx,C,11.3788888888889,4248,29176,0,0,7286,50
bh1514_081.datx,C,11.8988888888889,4188,29245,25,0,7221,50
bh1514_084.datx,C,12.4194444444444,4054,29359,0,0,7097,50
bh1514_087.datx,C,12.9383333333333,3951,29488,-5,0,6981,50
bh1514_090.datx,C,13.4583333333333,3860,29569,-5,20,6895,50
bh1514_093.datx,C,13.9772222222222,3800,29653,0,0,6823,50
bh1514_096.datx,C,14.4977777777778,3649,29740,0,0,6704,50
bh1514_099.datx,C,15.0177777777778,3553,29860,5,0,6596,50
bh1514_102.datx,C,15.5377777777778,3441,29953,0,0,6494,50
bh1514_105.datx,C,16.0605555555556,3357,30029,0,0,6414,50
bh1514_108.datx,C,16.6133333333333,3242,30146,0,0,6298,50
